2025-08-11 06:25:10,054 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 06:25:16,083 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 06:25:18,229 [INFO] agent.document_processing.clear_collection: ✅ Milvus 연결 성공!
2025-08-11 06:25:18,231 [INFO] agent.document_processing.clear_collection: 📋 현재 컬렉션 목록 (2개):
2025-08-11 06:25:18,232 [INFO] agent.document_processing.clear_collection:   1. embedding_test
2025-08-11 06:25:18,232 [INFO] agent.document_processing.clear_collection:   2. Booking_master
2025-08-11 07:03:25,886 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:30,891 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:35,886 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:40,885 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:45,884 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:50,890 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:03:55,885 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:04:00,892 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:04:05,882 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:04:41,896 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:05:41,913 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:06:41,892 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:07:41,887 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:08:41,899 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:09:41,890 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:10:41,894 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:11:41,901 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:12:41,883 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:13:41,896 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:14:41,899 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:15:41,893 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:16:41,890 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:17:36,735 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:17:40,863 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:17:45,865 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:17:50,869 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:17:55,866 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:18:00,867 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:18:05,867 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:18:10,870 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:18:15,866 [DEBUG] app: app.py: Log data requested, returning 65 filtered log lines
2025-08-11 07:18:20,869 [DEBUG] app: app.py: Log data requested, returning 64 filtered log lines
2025-08-11 07:18:25,872 [DEBUG] app: app.py: Log data requested, returning 63 filtered log lines
2025-08-11 07:18:30,869 [DEBUG] app: app.py: Log data requested, returning 62 filtered log lines
2025-08-11 07:18:35,871 [DEBUG] app: app.py: Log data requested, returning 61 filtered log lines
2025-08-11 07:18:40,865 [DEBUG] app: app.py: Log data requested, returning 60 filtered log lines
2025-08-11 07:18:45,870 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:18:50,868 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:18:55,869 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:00,868 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:05,865 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:10,866 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:15,866 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:20,865 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:25,869 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:30,868 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:35,866 [DEBUG] app: app.py: Log data requested, returning 59 filtered log lines
2025-08-11 07:19:40,865 [DEBUG] app: app.py: Log data requested, returning 58 filtered log lines
2025-08-11 07:19:45,866 [DEBUG] app: app.py: Log data requested, returning 57 filtered log lines
2025-08-11 07:19:50,866 [DEBUG] app: app.py: Log data requested, returning 56 filtered log lines
2025-08-11 07:19:55,867 [DEBUG] app: app.py: Log data requested, returning 55 filtered log lines
2025-08-11 07:20:00,868 [DEBUG] app: app.py: Log data requested, returning 55 filtered log lines
2025-08-11 07:20:05,868 [DEBUG] app: app.py: Log data requested, returning 55 filtered log lines
2025-08-11 07:20:10,866 [DEBUG] app: app.py: Log data requested, returning 54 filtered log lines
2025-08-11 07:20:15,869 [DEBUG] app: app.py: Log data requested, returning 53 filtered log lines
2025-08-11 07:20:20,866 [DEBUG] app: app.py: Log data requested, returning 52 filtered log lines
2025-08-11 07:20:25,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:30,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:35,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:40,870 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:45,873 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:50,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:20:55,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:00,868 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:05,871 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:10,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:15,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:20,868 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:25,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:30,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:35,868 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:40,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:45,883 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:50,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:21:55,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:00,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:05,870 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:10,870 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:15,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:20,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:25,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:30,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:35,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:40,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:45,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:50,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:22:55,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:00,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:05,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:10,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:15,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:20,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:25,868 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:30,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:35,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:40,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:45,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:50,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:23:55,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:00,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:05,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:10,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:15,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:20,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:25,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:30,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:35,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:40,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:45,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:50,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:24:55,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:00,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:05,870 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:10,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:15,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:20,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:25,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:30,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:35,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:40,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:45,869 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:50,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:25:55,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:00,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:05,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:10,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:15,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:20,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:25,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:30,866 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:35,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:40,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:45,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:50,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:26:55,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:00,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:05,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:10,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:15,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:20,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:25,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:30,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:35,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:40,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:45,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:50,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:27:55,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:00,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:05,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:10,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:15,867 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:20,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:25,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:30,860 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:35,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:40,865 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:28:45,860 [DEBUG] app: app.py: Log data requested, returning 50 filtered log lines
2025-08-11 07:28:50,864 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:28:55,863 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:29:00,862 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:29:05,861 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:29:10,862 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:29:15,859 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:29:19,023 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:29:19,335 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:29:20,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:25,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:30,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:35,863 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:40,858 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:45,862 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:50,859 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:29:55,861 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:30:00,864 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:30:05,859 [DEBUG] app: app.py: Log data requested, returning 51 filtered log lines
2025-08-11 07:30:10,861 [DEBUG] app: app.py: Log data requested, returning 50 filtered log lines
2025-08-11 07:30:15,858 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:30:20,863 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:30:25,862 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:30:30,860 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:30:35,863 [DEBUG] app: app.py: Log data requested, returning 48 filtered log lines
2025-08-11 07:30:40,859 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:30:45,860 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:30:50,864 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:30:55,860 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:00,861 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:05,856 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:10,862 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:15,860 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:20,862 [DEBUG] app: app.py: Log data requested, returning 47 filtered log lines
2025-08-11 07:31:22,060 [INFO] app: embedding.py: ✅ Milvus 연결 성공!
2025-08-11 07:31:22,334 [INFO] app: embedding.py: ✅ 컬렉션 'embedding_test' 준비 완료
2025-08-11 07:31:23,357 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:31:23,720 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:31:28,725 [DEBUG] app: app.py: Log data requested, returning 49 filtered log lines
2025-08-11 07:31:30,334 [DEBUG] python_multipart.multipart: Calling on_part_begin with no data
2025-08-11 07:31:30,334 [DEBUG] python_multipart.multipart: Calling on_header_field with data[36:55]
2025-08-11 07:31:30,334 [DEBUG] python_multipart.multipart: Calling on_header_value with data[57:125]
2025-08-11 07:31:30,334 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 07:31:30,335 [DEBUG] python_multipart.multipart: Calling on_header_field with data[127:139]
2025-08-11 07:31:30,335 [DEBUG] python_multipart.multipart: Calling on_header_value with data[141:206]
2025-08-11 07:31:30,335 [DEBUG] python_multipart.multipart: Calling on_header_end with no data
2025-08-11 07:31:30,335 [DEBUG] python_multipart.multipart: Calling on_headers_finished with no data
2025-08-11 07:31:30,335 [DEBUG] python_multipart.multipart: Calling on_part_data with data[0:9391]
2025-08-11 07:31:30,336 [DEBUG] python_multipart.multipart: Calling on_part_end with no data
2025-08-11 07:31:30,336 [DEBUG] python_multipart.multipart: Calling on_end with no data
2025-08-11 07:31:30,336 [INFO] app: ✅ /api/v1/agent/excel_rag_generator 엔드포인트 호출 시작
2025-08-11 07:31:30,342 [INFO] app: 📄 엑셀 파일 로드 완료: bookingmaster_raganswer_test.xlsx, 9개 행
2025-08-11 07:31:30,342 [INFO] app: 💬 RAG 에이전트 호출: '타선사 신규 Booking 생성하는 프로세스 알려주세요'
2025-08-11 07:31:30,634 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:30,634 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:30,634 [INFO] app: 💬 RAG 에이전트 호출: '여러 경로(E-Service, EDI, E-mail)로 접수 된 Booking 생성하는 프로세스 알려줘'
2025-08-11 07:31:30,719 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:30,719 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:30,719 [INFO] app: 💬 RAG 에이전트 호출: 'E-S/I(Shipping instruction) Upload 프로세스 알려줘'
2025-08-11 07:31:30,799 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:30,799 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:30,799 [INFO] app: 💬 RAG 에이전트 호출: '생성 된 Booking List 를 확인 하는 방법을 알려주세요.'
2025-08-11 07:31:30,880 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:30,880 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:30,881 [INFO] app: 💬 RAG 에이전트 호출: 'Container No. Attach 되는(또는 하는) 절차를 알려주세요.'
2025-08-11 07:31:30,966 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:30,966 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:30,967 [INFO] app: 💬 RAG 에이전트 호출: 'VGM 정보를 Update 하는 방법을 알려 줘'
2025-08-11 07:31:31,057 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:31,058 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:31,059 [INFO] app: 💬 RAG 에이전트 호출: 'Vessel 또는 Port를 일괄 수정 하는 방법을 알려줘'
2025-08-11 07:31:31,139 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:31,139 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:31,139 [INFO] app: 💬 RAG 에이전트 호출: '위험물 선적 승인 요청 방법을 알려주세요.'
2025-08-11 07:31:31,226 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:31,226 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:31,226 [INFO] app: 💬 RAG 에이전트 호출: 'Awkward Cargo 선적 승인 요청 방법을 알려주세요.'
2025-08-11 07:31:31,314 [INFO] app: embedding.py: 🔍 검색 결과: 0개 중 0개가 임계값(0.2) 이상
2025-08-11 07:31:31,314 [INFO] app: 💡 RAG 답변 수신
2025-08-11 07:31:31,315 [INFO] app: ✅ 모든 질문에 대한 답변 생성 및 'answer' 컬럼 추가 완료
2025-08-11 07:31:31,326 [INFO] app: 💾 결과 파일 저장 완료: generated_files/excel_rag/result_bookingmaster_raganswer_test.xlsx
2025-08-11 07:31:31,337 [INFO] app: 📥 Excel RAG 파일 다운로드 요청: result_bookingmaster_raganswer_test.xlsx
2025-08-11 07:31:33,724 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:31:38,724 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:31:43,719 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:31:48,725 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:31:53,725 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:31:58,725 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:03,723 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:08,719 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:13,723 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:18,721 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:23,723 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:28,720 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:33,872 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:38,874 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:43,875 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:48,872 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:53,874 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:32:58,870 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:33:03,875 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:33:08,875 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:33:13,874 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:33:18,718 [DEBUG] app: app.py: Log data requested, returning 81 filtered log lines
2025-08-11 07:33:23,724 [DEBUG] app: app.py: Log data requested, returning 80 filtered log lines
2025-08-11 07:33:28,723 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:33:33,722 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:33:38,721 [DEBUG] app: app.py: Log data requested, returning 79 filtered log lines
2025-08-11 07:33:43,719 [DEBUG] app: app.py: Log data requested, returning 78 filtered log lines
2025-08-11 07:33:48,722 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:33:53,725 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:33:58,721 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:03,724 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:08,714 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:13,721 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:18,716 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:23,724 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:28,717 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:33,719 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:38,720 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:43,719 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:48,720 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:53,719 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:34:58,720 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:03,723 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:08,717 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:13,723 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:18,716 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:23,723 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:28,718 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:33,720 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:38,719 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:43,719 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
2025-08-11 07:35:48,720 [DEBUG] app: app.py: Log data requested, returning 77 filtered log lines
